sag mir bitte, wie viele menschen in deutschland gestorben sind	intent:latest_numbers
wie hoch ist die sterblichkeit bei corona in den usa	intent:latest_numbers
wie hoch schätzt man, ist die dunkelziffer an infizierten personen weltweit	intent:latest_numbers
wie viele corona infizierte in deutschland	intent:latest_numbers
wie viele leute, die über 60 jahre alt sind, sind an corona gestorben	intent:latest_numbers
zeig mir bitte,wie viele die coronainfizierte in deutschland gibt	intent:latest_numbers
aktuelle coronazahlen für deutschland	intent:latest_numbers
anzahl der toten durch corona weltweit	intent:latest_numbers
berichte über neue corona fälle in meinem landkreis	intent:latest_numbers
bitte gib mir die letzten fallzahlen aus deutschland	intent:latest_numbers
die aktuellen corona zahlen in bayern	intent:latest_numbers
die anzahl corona erkrankungen weltweit	intent:latest_numbers
die anzahl der infizierten in deutschland	intent:latest_numbers
die daten der gestorbenen in österreich	intent:latest_numbers
gebe mir bitte die jüngste statistik zum corona virus in deutschland	intent:latest_numbers
gib die aktuelle anzahl der infizierten an	intent:latest_numbers
gib mir aktuelle corona-zahlen für deutschland	intent:latest_numbers
gib mir bitte die fallzahlen in frankreich	intent:latest_numbers
gib mir die aktuellen zahlen zu corona	intent:latest_numbers
gib mir die anzahl an leuten die bereits in bayern infiziert sind	intent:latest_numbers
heutiger stand von corona in deutschland	intent:latest_numbers
ich brauche die letzte statistik von spanien	intent:latest_numbers
ich brauche updates der statistiken in den usa	intent:latest_numbers
ich möchte die corona statistik von österreich	intent:latest_numbers
ich will die neusten corona fälle in deutschland sehen	intent:latest_numbers
informiere mich über den aktuellen stand der coronaerkrankungen in deutschland	intent:latest_numbers
kannst du bitte mir die letzte aktuelle coronazahlen in der welt zeigen	intent:latest_numbers
nenn mir die anzahl der infizierten weltweit	intent:latest_numbers
nenne mir die aktuellen todeszahlen aus deutschland	intent:latest_numbers
nenne mir die fallzahlen in deutschland	intent:latest_numbers
nenne wir die aktuelle zahl der infizierten in deutschland	intent:latest_numbers
update über die anzahl der toten	intent:latest_numbers
was ist der aktuelle stand der statistiken über die todesraten für den coronavirus	intent:latest_numbers
was ist die aktuelle statistik von coronavirus in deutschland	intent:latest_numbers
was ist die zahl für gestobene in deutschland	intent:latest_numbers
was sind die aktuellen todeszahlen für deutschland	intent:latest_numbers
wie hoch ist die infiziertenzahl für corona in deutschland	intent:latest_numbers
wie hoch ist die sterberate in deutschland	intent:latest_numbers
wie ist die aktuelle lage der corona infizierten statistik hier in unna	intent:latest_numbers
wie ist die aktuelle reproduktionsrate in den usa	intent:latest_numbers
wie ist die aktuelle sterberate in deutschland durch corona	intent:latest_numbers
wie sieht die aktuelle statistik in dortmund bezüglich corona aus	intent:latest_numbers
wie sind die neuen fallzahlen in deutschland	intent:latest_numbers
wie viel leute sind am coronavirus gestorben	intent:latest_numbers
wie viele menschen sind weltweit vom corona-virus geheilt	intent:latest_numbers
wie viele personen haben corona virus in deutschland	intent:latest_numbers
wie viele personen sind in bayern infiziert	intent:latest_numbers
wie viel corona-tote gibt es momentan weltweit	intent:latest_numbers
wie viel infizierte gibt es aktuell in deutschland	intent:latest_numbers
wie viel prozent der bekannten corona-infizierten sind wieder gesund	intent:latest_numbers
wie viele corona-tote gibt es aktuell in bayern	intent:latest_numbers
wie viele menschen sind weltweit erkrankt	intent:latest_numbers
wie viele neue fälle sind seit gestern dazu gekommen	intent:latest_numbers
wie viele neuen fälle gab es gestern in offenbach	intent:latest_numbers
wie viele neuinfektionen in deutschland	intent:latest_numbers
wie viele todesfälle gibt es bisher in italien	intent:latest_numbers
zeig mir die aktuelle statistik zu corona in deutschland an	intent:latest_numbers
zeig mir die aktuellen weltweiten todeszahlen	intent:latest_numbers
zeig mir die neusten coronadaten	intent:latest_numbers
zeig mir die zahl der toten in deutschland von heute morgen	intent:latest_numbers
zeig mir die zahl der weltweiten corona toten	intent:latest_numbers
zeige mir die aktuellen zahlen in schweden	intent:latest_numbers
zeige mir die letzte statistik aus luxemburg	intent:latest_numbers
zeige mir die neuesten stastikenfür die welt auf	intent:latest_numbers
erzähle mir, wie ich mich vor einer ansteckung mit corona schützen kann	intent:protect_yourself
helfen desinfektionsmittel dabei, eine ansteckung mit dem virus zu verhindern	intent:protect_yourself
helfen gummihandschuhe dabei, eine ansteckung mit corona zu verhindern	intent:protect_yourself
helfen handschuhe dabei, eine ansteckung mit coronavirus zu vermeiden	intent:protect_yourself
hilft ein schal dabei, eine ansteckung mit dem coronavirus zu verhindern	intent:protect_yourself
hilft es gegen corona-viren, wenn ich im laden eine maske aufziehe	intent:protect_yourself
ich würde gerne wissen, wie gesichtsmasken zum schutz vor coronavirus beitragen	intent:protect_yourself
ist es sinnvoll, sich jetzt mit einer maske vor dem coronavirus zu schützen	intent:protect_yourself
kann man eine ansteckung sicher vermeiden, wenn man eine maske trägt	intent:protect_yourself
kannst du bitte mir zeigen, wie man sich gegen dem coronavirus schützen	intent:protect_yourself
macht es sinn, schutzmaßnahmen als schutz vor corona anzuwenden	intent:protect_yourself
man kann das coronavirus verbeugen, indem man öfters die hände wäscht und den kontakt mit menschen vermeidet	intent:protect_yourself
sag mir wie man es vermeidet, dass ältere menschen sich mit dem virus anstecken	intent:protect_yourself
schütze ich mich vor einer ansteckung mit dem coronavirus, wenn ich mir häufig die hände wasche	intent:protect_yourself
schutzmaßnahmen, um die ansteckung zu vermeiden	intent:protect_yourself
soll man vermeiden türklinken anzufassen, um sich vor corona zu schützen	intent:protect_yourself
tipps um die ansteckung mit corona zu vermeiden	intent:protect_yourself
was für maßnahmen kann man nehmen, um eine ansteckung mit dem coronavirus zu verhindern	intent:protect_yourself
was ist der beste schutz, um sich nicht mit dem virus anzustecken	intent:protect_yourself
was ist die beste methode, um mich vor einer corona-infektion zu schützen	intent:protect_yourself
was können besonders ältere menschen tun, um sich vor dem virus zu schützen	intent:protect_yourself
was kann ich tun, um mich vor corona zu schützen	intent:protect_yourself
was kann ich alles tun, um mich vor dem virus zu schützen	intent:protect_yourself
was kann ich tun, um das risiko einer ansteckung mit dem virus möglichst gering zu halten	intent:protect_yourself
was kann ich tun, um mich und andere vor covid-19 zu schützen	intent:protect_yourself
was man kann man tun, um sein baby vor dem coronavirus zu beschützen	intent:protect_yourself
was muss ich unternehmen, um nicht an covid zu erkranken	intent:protect_yourself
welche maßnahmen sollte man ergreifen, um eine ansteckung mit dem coronavirus zu vermeiden	intent:protect_yourself
welche sinnvollen vorkehrungen kann ich treffen, um mein kind vor einer infektion zu schützen	intent:protect_yourself
wie kann ich es vermeiden, dass ich mich mit dem coronavirus anstecke	intent:protect_yourself
wie oft muss ich meine hände waschen, wenn ich außer haus war, um mich vor dem coronavirus zu schützen	intent:protect_yourself
wie viel abstand zu anderen personen ist sinnvoll, um sich zu schützen	intent:protect_yourself
wie viele minuten sollte ich mir die hände waschen, um das coronavirus zu verhindern	intent:protect_yourself
wird eine gesichtsmaske verhindern, dass ich mich mit corona infiziere	intent:protect_yourself
wo genau muss ich eine gesichtsmaske tragen, um eine ansteckung an corona zu vermeiden	intent:protect_yourself
was sind die schutzmaßnahme gegen coronavirus	intent:protect_yourself
bringt desinfektionsmittel etwas gegen das coronavirus	intent:protect_yourself
gibt es irgendwas was ich kaufen kann um eine ansteckung mit dem coronavirus zu verhindern	intent:protect_yourself
helfen masken gegen eine ansteckung mit dem virus	intent:protect_yourself
helfen masken mit der ffp2 spezifikation gegen den coronavirus	intent:protect_yourself
hilft social distancing die ansteckung mit dem coronavirus zu vermeiden	intent:protect_yourself
können masken bei der ausbreitung von covid19 helfen	intent:protect_yourself
nenn mir sicherheitsmaßnahmen zum schutz vor corona	intent:protect_yourself
reicht normales händewaschen um mich vor dem virus zu schützen	intent:protect_yourself
sollte ich eine schutzmaske anziehen wenn ich das haus verlasse	intent:protect_yourself
was kann ich tun gegen die verbreitung von covid-19 in meiner familie	intent:protect_yourself
was sind die wichtigsten und effektivsten maßnahmen zum persönlichen schutz	intent:protect_yourself
was sind geeignete maßnahmen sich vor einer ansteckung mit dem virus zu schützen	intent:protect_yourself
welche desinfektionsmittel helfen gegen coronavirus	intent:protect_yourself
welche vorbeugungsmaßnahmen kann ich treffen	intent:protect_yourself
welche vorsichtsmaßnahmen kann ich für meine kinder treffen	intent:protect_yourself
welchen mindestabstand soll man einhalten	intent:protect_yourself
wie desinfiziere ich meine schutzmaske richtig	intent:protect_yourself
wie hilfreich ist ein mundschutz um eine ansteckung zu vermeiden	intent:protect_yourself
wie können sich risikopatienten vor corona schützen	intent:protect_yourself
wie kann das risiko einer virusinfektion verringert werden	intent:protect_yourself
wie kann ich mich am besten vor einer ansteckung mit dem coronavirus schützen	intent:protect_yourself
wie kann ich risikogruppen vor einer ansteckung am besten schützen	intent:protect_yourself
wie kann man einer coronavirus infektion vorbeugen	intent:protect_yourself
wie kann man sich beim einkauf vor corona schützen	intent:protect_yourself
wie kann man sich vor einer corona-infektion schützen	intent:protect_yourself
wie lange hält sich corona auf oberflächen	intent:protect_yourself
wie muss ich mich verhalten um mich nicht mit coronavirus anzustecken	intent:protect_yourself
wie oft sollte ich jeden tag meine hände waschen	intent:protect_yourself
wie schütze ich meine kinder vor corona	intent:protect_yourself
wie schütze ich mich am besten in der öffentlichkeit vor einer ansteckung	intent:protect_yourself
wie schütze ich mich vor einer ansteckung mit dem coronavirus	intent:protect_yourself
wie schützt man sich in öffentlichen verkehrsmittel vor dem coronavirus	intent:protect_yourself
wie vermeide ich eine ansteckung mit corona	intent:protect_yourself
wie viel abstand muss ich bei corona einhalten	intent:protect_yourself
wie viel abstand vor anderen passanten um mich zu schützen	intent:protect_yourself
wie viel zeit sollte für die reinigung der hände aufgewendet werden	intent:protect_yourself
wie wirksam ist die nutzung einer gesichtsmaske gegen die infektion mit dem coronavirus	intent:protect_yourself
wo kann man gesichtsmasken zum schutz vor dem virus kaufen	intent:protect_yourself
woher bekomme ich einen günstigen mundschutz	intent:protect_yourself
erkläre mir, was genau das coronavirus ist	intent:what_is_corona
ich möchte wissen, was coronavirus ist	intent:what_is_corona
informationen zum coronavirus bitte	intent:what_is_corona
sag mir bitte, was das coronavirus ist	intent:what_is_corona
sage mir bitte, was das coronavirus ist	intent:what_is_corona
warum geht es beim corona virus	intent:what_is_corona
warum heißt der coronavirus, covid 19	intent:what_is_corona
was passiert, wenn ich das coronavirus habe	intent:what_is_corona
was passiert, wenn man sich mit dem coronavirus angesteckt hat	intent:what_is_corona
wie viele tage dauert es, um infiziert zu werden	intent:what_is_corona
aktuelle situation über coronavirus	intent:what_is_corona
alle infos über das coronavirus	intent:what_is_corona
alle infos über das coronavirus	intent:what_is_corona
alles wissenswerte über das coronavirus bitte	intent:what_is_corona
auskunft über coronavirus bitte	intent:what_is_corona
befällt das virus nur die oberen atemwege oder auch weitere organe	intent:what_is_corona
beschreibe die eigenschaften des coronaviruses	intent:what_is_corona
bitte erläutere mir was sars-cov-2 ist	intent:what_is_corona
bitte informiere mich über den corona virus	intent:what_is_corona
bitte mehr informationen über das coronavirus	intent:what_is_corona
bitte nähere infos zum aktuellen coronavirus	intent:what_is_corona
erkläre für mich das coronavirus	intent:what_is_corona
erkläre mir bitte was genau der corona virus mit meinem körper macht	intent:what_is_corona
erzähle mir die fakten über das coronavirus	intent:what_is_corona
gib mir die aktuellen informationen über den coronavirus	intent:what_is_corona
gib mir die neuesten erkenntnisse über das coronavirus	intent:what_is_corona
gib mir informationen über den corona virus	intent:what_is_corona
ich brauche mehr informationen über das coronavirus	intent:what_is_corona
ist der coronavirus gefährlicher als die influenza	intent:what_is_corona
ist dieser coronavirus wirklich sehr gefährlich	intent:what_is_corona
ist dieses virus ein natürliches virus oder stammt es aus einem versuchslabor	intent:what_is_corona
kann ich informationen zu diesem virus haben	intent:what_is_corona
kannst du etwas mehr von coronavirus erzählen	intent:what_is_corona
kannst du mich etwas über coronavirus informieren	intent:what_is_corona
kannst du mir information über das virus suchen	intent:what_is_corona
kannst du mir mehr über das coronavirus sagen	intent:what_is_corona
kannst du mir mehr informationen über das coronavirus geben	intent:what_is_corona
nenne mir bitte weitere informationen zum coronavirus	intent:what_is_corona
sage mir bitte was das coronavirus überhaupt ist	intent:what_is_corona
seit wann gibt es das coronavirus	intent:what_is_corona
wann wurden die ersten fälle über das corona virus in der öffentlichkeit gemeldet	intent:what_is_corona
warum gibt es gegen corona viren keinen impfstoff	intent:what_is_corona
warum ist corona so gefährlich	intent:what_is_corona
warum ist das coronavirus so gefährlich	intent:what_is_corona
was ist der aktuelle wissensstand bezüglich des coronavirus	intent:what_is_corona
was ist der coronavirus eigentlich	intent:what_is_corona
was ist der unterschied zwischen covid-19 und corona	intent:what_is_corona
was ist der unterschied zwischen dem coronavirus und einer grippe	intent:what_is_corona
was ist der wissensstand bezüglich corona	intent:what_is_corona
was kannst du mir über das coronavirus sagen	intent:what_is_corona
was soll man wissen von corona virus	intent:what_is_corona
was versteht man unter dem begriff coronavirus	intent:what_is_corona
welche symptome hat eine infektion mit corona	intent:what_is_corona
wie überträgt sich das coronavirus	intent:what_is_corona
wie greift coronavirus unsere körper an	intent:what_is_corona
wie hoch ist die ansteckungsrate beim virus	intent:what_is_corona
wie infiziert man sich mit coronavirus	intent:what_is_corona
wie ist coronavirus aufgetreten	intent:what_is_corona
wie ist der krankheitsverlauf beim coronavirus	intent:what_is_corona
wie lange lebt der virus in der luft	intent:what_is_corona
wie lautet der fachbegriffür das coronavirus	intent:what_is_corona
wie schnell breitet sich das coronavirus aus	intent:what_is_corona
wie tödlich ist das coronavirus	intent:what_is_corona
wie unterscheidet sich covid-19 von der normalen grippe	intent:what_is_corona
wie verbreitet sich das coronavirus	intent:what_is_corona
wie viele mutationen vom coronavirus sind bekannt	intent:what_is_corona
wie wird das coronavirus übertragen	intent:what_is_corona
wird das coronavirus imfrühling verschwinden	intent:what_is_corona
woher stammt das coronavirus	intent:what_is_corona
worin unterscheiden sich coronavirus und grippe	intent:what_is_corona
bei welchem symptomen weiß ich, dass ich corona habe	intent:what_are_symptoms
welche symptome hat man, wenn man an corona erkrankt ist	intent:what_are_symptoms
wie bemerke ich, dass ich das coronavirus habe	intent:what_are_symptoms
wie kann man erkennen, dass jemand an corona erkrankt ist	intent:what_are_symptoms
wie merke ich, dass ich möglicherweise mit dem coronavirus infiziert bin	intent:what_are_symptoms
wie sehen die symptome aus, wenn man corona hat	intent:what_are_symptoms
wie weiß ich, ob ich das coronavirus habe	intent:what_are_symptoms
woher weiß ich, ob ich mit covid angesteckt bin	intent:what_are_symptoms
woher weiss ich, dass ich mich mit corona infiziert habe	intent:what_are_symptoms
woran merke ich, ob ich mit corona infiziert bin	intent:what_are_symptoms
auf welche möglichen symptome bei corona muss ich achten	intent:what_are_symptoms
bei welchen symptomen habe ich mich mit corona infiziert	intent:what_are_symptoms
ist fieber auch ein symptom von corona	intent:what_are_symptoms
ist verschleimter husten ein zeichen für corona	intent:what_are_symptoms
kann man eine lungenentzündung bei corona bekommen	intent:what_are_symptoms
kann man mit schnupfen corona haben	intent:what_are_symptoms
kannst du mir die häufigsten symptome des virus nennen	intent:what_are_symptoms
muss ich bei corona husten	intent:what_are_symptoms
nenne die symptome des coronaviruses	intent:what_are_symptoms
nenne mir die anzeichen einer coronaviruserkrankung	intent:what_are_symptoms
nenne mir die leitsymptome bei corona	intent:what_are_symptoms
sind bauchschmerzen ein symptomfür corona virus	intent:what_are_symptoms
sind corona symptome schmerzhaft	intent:what_are_symptoms
sind fieber und kopfschmerzen symptome von corona	intent:what_are_symptoms
sind halsschmerzen ein coronasymptom	intent:what_are_symptoms
sind kopfschmerzen ein anzeichenfür corona	intent:what_are_symptoms
symptome von corona	intent:what_are_symptoms
unterschiede anzeichen grippe und coronavirus	intent:what_are_symptoms
wann habe ich corona	intent:what_are_symptoms
wann sollte ich mich auf das coronavirus testen lassen	intent:what_are_symptoms
wann treten bei corona die ersten symptome auf	intent:what_are_symptoms
was deutet auf corona hin	intent:what_are_symptoms
was deutet auf eine coronainfektion hin	intent:what_are_symptoms
was deutet auf eine erkrankung mit corona hin	intent:what_are_symptoms
was die symptome vom coronavirus	intent:what_are_symptoms
was für symptome gibt es bei einer coronaviruserkrankung	intent:what_are_symptoms
was für symptome treten bei coronavirus auf	intent:what_are_symptoms
was ist bisher über die symptome von covid-19 bekannt	intent:what_are_symptoms
was ist das häufigste anzeichen	intent:what_are_symptoms
was sind die anzeichen vom coronavirus	intent:what_are_symptoms
was sind die ersten anzeichen einer coronainfektion	intent:what_are_symptoms
was sind die ersten symptome des coronavirus	intent:what_are_symptoms
was sind die genauen symptome von corona	intent:what_are_symptoms
was sind die häufigste symptome vom coronavirus	intent:what_are_symptoms
was sind die symptome des neuen coronavirus	intent:what_are_symptoms
was sind die symptome einer corona-infektion	intent:what_are_symptoms
was sind die symptomef ür corona	intent:what_are_symptoms
was sind die symptome vom coronavirus	intent:what_are_symptoms
was sind die typische symptomen für coronavirus	intent:what_are_symptoms
was sind die typischen symptome vom coronavirus	intent:what_are_symptoms
was sind die wichtigsten symptome vom coronavirus	intent:what_are_symptoms
was sind hinweise für eine ansteckung mir dem coronavirus	intent:what_are_symptoms
was sind typische symptome bei corona	intent:what_are_symptoms
was sprichtfür eine corona infektion	intent:what_are_symptoms
welche allgemeinen symptome gibt es	intent:what_are_symptoms
welche anzeichen deuten auf corona hin	intent:what_are_symptoms
welche anzeichen gibt es für corona	intent:what_are_symptoms
welche coronavirus symptome gibt es	intent:what_are_symptoms
welche krankheitszeichen deuten auf eine infektion mit corona hin	intent:what_are_symptoms
welche symptome hat man bei einer coronavirus erkrankung	intent:what_are_symptoms
welche symptome sind typisch für das coronavirus	intent:what_are_symptoms
welche symptome treten bei einer infektion mit covid19 auf	intent:what_are_symptoms
welche symptome weise ich auf wenn ich corona habe	intent:what_are_symptoms
welches sind die leitsymptome bei corona	intent:what_are_symptoms
welches sind die symptome von covid-19	intent:what_are_symptoms
wie diagnostiziert man eine coronaerkrankung	intent:what_are_symptoms
wie genau äußert sich der coronavirus	intent:what_are_symptoms
wie kann das coronavirus festgestellt werden	intent:what_are_symptoms
wie sind die symptome von corona	intent:what_are_symptoms
woher weiß ich ob ich mit dem coronavirus infiziert bin	intent:what_are_symptoms
woran erkenne ich eine erkrankung an covid-19	intent:what_are_symptoms
woran kann ich erkennen ob ich mich mit corona infiziert habe	intent:what_are_symptoms
informationen über den übertragungsweg von corona	intent:how_does_corona_spread
krieg ich corona, wenn mich jemand anfasst	intent:how_does_corona_spread
reicht social distancing aus, um sich nicht mit dem virus anzustecken	intent:how_does_corona_spread
wie überträgt sich der corona virus im supermarkt	intent:how_does_corona_spread
wird das virus durch händeschütteln übertragen	intent:how_does_corona_spread
auf welchem wege verbreitet sich dieses neue coronavirus	intent:how_does_corona_spread
auf welchen oberflächen ist das virus besonders lange aktiv	intent:how_does_corona_spread
auf welchen wege kann der coronavirus übertragen werden	intent:how_does_corona_spread
haftet das corona virus lange an papier	intent:how_does_corona_spread
haftet das virus auf paketen	intent:how_does_corona_spread
ist das coronavirus an türklinken überlebensfähig	intent:how_does_corona_spread
ist das virus durch speichel übertragbar	intent:how_does_corona_spread
ist das virus in der luft übertragbar	intent:how_does_corona_spread
ist der virus von mensch zu mensch übertragbar	intent:how_does_corona_spread
können bettwanzen den coronavirus auf anderen menschen verbreiten	intent:how_does_corona_spread
können die tiere das coronavirus übertragen	intent:how_does_corona_spread
können tiere mich mit covid- 19 anstecken	intent:how_does_corona_spread
kann coronaüber lebensmittel übertragen werden	intent:how_does_corona_spread
kann das virus über gegenstände und lebensmittel übertragen werden	intent:how_does_corona_spread
kann das virus über husten weitergegeben werden	intent:how_does_corona_spread
kann das virus durch die haut übertragen werden	intent:how_does_corona_spread
kann das virus durch die luft verbreiten werden	intent:how_does_corona_spread
kann das virus durch handelswaren übertragen werden	intent:how_does_corona_spread
kann das virus durch körperkontakt verbreitet werden	intent:how_does_corona_spread
kann das virus im essen enthalten sein	intent:how_does_corona_spread
kann der coronavirus auf produkten im supermarkt übertragen werden	intent:how_does_corona_spread
kann der virus auf oberflächen überleben	intent:how_does_corona_spread
kann die krankheit über das grundwasser übertragen werden	intent:how_does_corona_spread
kann eine schwangere den virus auf ihr kind übertragen	intent:how_does_corona_spread
kann ich beim busfahren korona bekommen	intent:how_does_corona_spread
kann ich das corona virus von meinen haustieren bekommen oder an sie übertragen	intent:how_does_corona_spread
kann ich mich anstecken wenn ich einen coronakranken umarme	intent:how_does_corona_spread
kann ich mich bei erkrankten personen in der bahn anstecken	intent:how_does_corona_spread
kann ich mich im supermarkt mit corona infizieren	intent:how_does_corona_spread
kann sich das virus durch tiere verbreiten	intent:how_does_corona_spread
kommt das coronavirus von fledermäusen	intent:how_does_corona_spread
verbreitet sich das virus nur über tröpfcheninfektion	intent:how_does_corona_spread
von welchen oberflächen kann ich das coronavirus bekommen	intent:how_does_corona_spread
was muss man beachten das man dass coronavirus nicht verbreiten sollte	intent:how_does_corona_spread
was sind die übertragungswege vom virus	intent:how_does_corona_spread
welche übertragungswege gibt es beim coronavirus	intent:how_does_corona_spread
welche tiere haben corona übertragen	intent:how_does_corona_spread
welche tiere können das virus übertragen	intent:how_does_corona_spread
welche verbreitungsmöglichkeiten gibt es	intent:how_does_corona_spread
welcher ist der wichtigste übertragungsweg für covid neunzehn	intent:how_does_corona_spread
welches sind die häufigsten ursachen der verbreitung des virus	intent:how_does_corona_spread
wie überträgt sich das neuartige coronavirus	intent:how_does_corona_spread
wie kann corona übertragen werden	intent:how_does_corona_spread
wie kann das coronavirus übertragen	intent:how_does_corona_spread
wie kann das virus übertragen werden	intent:how_does_corona_spread
wie läuft die verbreitung des coronavirus	intent:how_does_corona_spread
wie lange hält sich covid- 19 auf türklinken oder einkaufswagen	intent:how_does_corona_spread
wie lange kann das coronavirus auf oberflächen überleben	intent:how_does_corona_spread
wie lange kann der virus auf postpaketen überleben	intent:how_does_corona_spread
wie sind die infektionswege dieser krankheit	intent:how_does_corona_spread
wie steckt man sich mit coronavirus an	intent:how_does_corona_spread
wie waren die verbreitungswege des coronaviruses	intent:how_does_corona_spread
wie wird das coronavirus übertragen	intent:how_does_corona_spread
wie wird das neuartige coronavirus übertragen	intent:how_does_corona_spread
wie wird der coronavirus übertragen	intent:how_does_corona_spread
wir das coronavirus über türklinken übertragen	intent:how_does_corona_spread
wird covid19 über das händeschütteln übertragen	intent:how_does_corona_spread
wird das coronavirus über die luft übertragen	intent:how_does_corona_spread
wird das coronavirus über die luft verbreitet	intent:how_does_corona_spread
wird das coronavirus durch bargeld übertragen	intent:how_does_corona_spread
wird das virus über hunde übertragen	intent:how_does_corona_spread
